doc_id,text,sex,age_cohort,political_id3,college
immigrant_interviews_0574,무슨 이유에서 그런건지는 확실히는 모르지만 일단 망명이라고 하면 거부감이 들기 때문에 그 부분이 1순위고 어차피 올거라면 한국어를 유창하게 하는 사람이 왔으면 하는 바램.,Female,18-29,Centrist,Some college or more
immigrant_interviews_0575,둘다잘모르겠다,Female,30-39,Centrist,Some college or more
immigrant_interviews_0576,정치적 성향이 괜찮아요,Male,18-29,Centrist,Some college or more
immigrant_interviews_0577,언어가 가능해서 적응 하는데 좀 더 쉬울 것 같아서,Female,50-59,Centrist,Some college or more
immigrant_interviews_0578,"한국어 구사능력, 구하고자 하는 직업",Male,18-29,Conservative,Some college or more
immigrant_interviews_0579,우선 의사소통에 문제 없고 유창한 한국어를 사용한 다는 것은 이미 대한민국의 문화를 이해한다고 판단 함,Male,50-59,Centrist,Some college or more
immigrant_interviews_0580,목적의식이 없이 이민을 와서 실패할 경우 기존한국사회에 피해를 입힐 것 같아서 그나마 그렇지 않은 기준에서 선택,Female,40-49,Progressive,Some college or more
immigrant_interviews_0581,의사이고 그래도 좀 많이 배웠으니까,Male,18-29,Conservative,Some college or more
immigrant_interviews_0582,한국사회에 섞여 그나마 문제를 덜 일으킬것같은 타입,Male,18-29,Conservative,Some college or more
immigrant_interviews_0583,기피하는 업종에 인력이 증가하면 좋을듯 싶어서,Female,50-59,Centrist,No college
immigrant_interviews_0584,구직 활동을 확인하였음,Female,30-39,Centrist,Some college or more
immigrant_interviews_0585,한국 경제에 도움이 될 것 같아서,Female,40-49,Progressive,Some college or more
immigrant_interviews_0586,한국어를 조금이라도 할 수 있느사람이 적응하기 쉬울 것 같아서,Female,18-29,Centrist,Some college or more
immigrant_interviews_0587,동포적인면과 전문성있는기술,Female,30-39,Conservative,Some college or more
immigrant_interviews_0588,한국어가 가능하므로,Male,40-49,Conservative,Some college or more
immigrant_interviews_0589,동포,Male,18-29,Progressive,Some college or more
immigrant_interviews_0590,후보2보다 더 안전할 거 같아서,Male,30-39,Centrist,Some college or more
immigrant_interviews_0591,이민자 정책을 좀더 알것같아서,Female,30-39,Centrist,Some college or more
immigrant_interviews_0592,중국 보다 나아서,Female,30-39,Centrist,No college
immigrant_interviews_0593,"국내에 들어와서 생산적인 일을 하는사람, 어딘가에 속한 사람을 신뢰할 수 있을것같음",Female,18-29,Progressive,Some college or more
immigrant_interviews_0594,구직활동이 확정되어 있기 때문이다,Female,18-29,Centrist,No college
immigrant_interviews_0595,동포,Female,60+,Centrist,No college
immigrant_interviews_0596,전문적인 직업이 존재해서,Female,18-29,Centrist,Some college or more
immigrant_interviews_0597,재정착 한국 고용주와 계약완료,Female,60+,Conservative,Some college or more
immigrant_interviews_0598,일본에서의 망명은 거부시 어려움이 클 것으로 생각됨,Male,50-59,Progressive,Some college or more
immigrant_interviews_0599,가치 있는 이민자가 오기를 바랍니다.,Male,60+,Progressive,Some college or more
immigrant_interviews_0600,망명자라서?,Male,18-29,Centrist,No college
immigrant_interviews_0601,"출신국, 한국어 능력, 고용여부",Male,30-39,Centrist,Some college or more
immigrant_interviews_0602,더 많은 도움이 될것 같아서,Female,50-59,Centrist,Some college or more
immigrant_interviews_0603,이주사유,Female,18-29,Centrist,Some college or more
immigrant_interviews_0604,한국사회에 필요할 것 같아서,Male,50-59,Progressive,Some college or more
immigrant_interviews_0605,더 간절해보였음.,Female,18-29,Progressive,Some college or more
immigrant_interviews_0606,우리나라에 유익이될것 같아서,Female,60+,Centrist,Some college or more
immigrant_interviews_0607,북한 동포를 먼저 수용해야 한다,Male,60+,Conservative,Some college or more
immigrant_interviews_0608,직업이 더 유망하기 때문에,Female,18-29,Centrist,Some college or more
immigrant_interviews_0609,성실성이 있어서,Male,30-39,Centrist,Some college or more
immigrant_interviews_0610,언어가 통하고 이민 목적이 확실한것 같아서,Male,40-49,Centrist,No college
immigrant_interviews_0611,ㅎㅏㄴㄱㅜㄱㅇㅓㄹㅡㄹ ㅎㅏㄱㅗ ㄱㅗㅇㅛㅇㄱㅖㅇㅑㄱㅇㅣ ㄷㅗㅣㅇㅓㅆㅇㅡㅁㅡㄹㅗ,Male,50-59,Centrist,Some college or more
immigrant_interviews_0612,좋음,Female,30-39,Centrist,Some college or more
immigrant_interviews_0613,2세 생산가능,Male,60+,Conservative,Some college or more
immigrant_interviews_0614,구직활동계획,Male,40-49,Centrist,Some college or more
immigrant_interviews_0615,중국이 시러서,Female,60+,Centrist,Some college or more
immigrant_interviews_0616,한국 적응이 쉬울것 같아서,Female,30-39,Conservative,No college
immigrant_interviews_0617,구체적인 사유 없음,Male,50-59,Conservative,Some college or more
immigrant_interviews_0618,더 호감이 가서,Male,18-29,Progressive,Some college or more
immigrant_interviews_0619,동포,Female,50-59,Conservative,No college
immigrant_interviews_0620,친숙함,Male,40-49,Progressive,Some college or more
immigrant_interviews_0621,둘중 한명을 꼭 골라야 된다길래 그나마 조금이라도 괜찮을거같아서,Female,18-29,Centrist,No college
immigrant_interviews_0622,직업의 순위?,Female,30-39,Progressive,Some college or more
immigrant_interviews_0623,그냥,Male,40-49,Conservative,Some college or more
immigrant_interviews_0624,언어를 조금이라도 사용하는 사람에게 우선을 주는 것이 낫다고 생각함,Female,30-39,Centrist,Some college or more
immigrant_interviews_0625,잘 모르겠음,Male,60+,Centrist,No college
immigrant_interviews_0626,정착 적응,Male,50-59,Progressive,Some college or more
immigrant_interviews_0627,구직을 통한 재정착,Male,50-59,Conservative,Some college or more
immigrant_interviews_0628,잘 모르겠음,Female,50-59,Conservative,No college
immigrant_interviews_0629,인력난이 심한 '농부' 선호,Male,50-59,Conservative,No college
immigrant_interviews_0630,취업계획이 있으므로,Male,40-49,Progressive,Some college or more
immigrant_interviews_0631,다해주기 싫지만 둘중에 선택하라면 그렇다는 말이다 예맨은 받기 싫다,Female,40-49,Centrist,Some college or more
immigrant_interviews_0632,구직계획이 있고 한국어 능력이 우수함,Male,30-39,Progressive,Some college or more
immigrant_interviews_0633,동포인 부분,Male,18-29,Progressive,No college
immigrant_interviews_0634,"내 일자리를 위협하지 않고, 한국에서 사람들이 기피하는 일을 해 줄 것 같아서 입니다.",Female,30-39,Progressive,Some college or more
immigrant_interviews_0635,좋다,Female,30-39,Centrist,Some college or more
immigrant_interviews_0636,"한국민과 갗이 더불어 조화롭게 살수 있는지, 정착해서 생활이 가능한지 등을 봄",Male,60+,Centrist,Some college or more
immigrant_interviews_0637,한국실정에 맞음,Male,60+,Conservative,Some college or more
immigrant_interviews_0638,직업이 전문직이고 고용상태가 정해져 있어 해를 끼치지는 않을꺼라 생각함 그러나 출신이 신경쓰여 고민을 많이 했다,Female,30-39,Progressive,Some college or more
immigrant_interviews_0639,"중국,예멘 싫어서",Female,40-49,Conservative,Some college or more
immigrant_interviews_0640,한국사회에 도움이 될 것 같아 선택,Male,30-39,Centrist,Some college or more
immigrant_interviews_0641,선진국에서 왔으므로,Male,30-39,Centrist,Some college or more
immigrant_interviews_0642,일본인은 기회가 많을것 같음,Male,40-49,Conservative,Some college or more
immigrant_interviews_0643,"비슷한 조건이였지만 본인이 한국어를 직접사용하여 면접을 봤는지 안봤는지에 대한 기준으로 선택하였음. 중국사람의 경우 이민을 원하지만 한국어가 되지 않아 통역을 사를 이용하였으나, 북한사람의 경우 기본적인 의사소통은 충분히 가능하므로 북한사람을 선호",Male,18-29,Centrist,No college
immigrant_interviews_0644,국적,Female,60+,Centrist,No college
immigrant_interviews_0645,공부가 목적이라,Male,18-29,Progressive,Some college or more
immigrant_interviews_0646,적응을 더 잘 할 것 같아서,Female,30-39,Progressive,Some college or more
immigrant_interviews_0647,망명자,Male,60+,Centrist,Some college or more
immigrant_interviews_0648,한국으로 이민을 한다는 것은 곧 한국에서 산다는 의미로 해석이 될수도 있는데 그 나라에서 살기를 희망하면서 그 나라의 언어로 간단한 회화정도는 가능해야 한다고 생각하였음.,Female,18-29,Centrist,No college
immigrant_interviews_0649,선택은 자유,Male,40-49,Conservative,No college
immigrant_interviews_0650,직업이 우리 나라에 도움될 것 같아서,Male,40-49,Progressive,Some college or more
immigrant_interviews_0651,일본 보다는 그래도 미국인이 조금은 선호함 그리고 의사가 교사 보다는 가르치는 직업이 아니니까,Female,60+,Progressive,No college
immigrant_interviews_0652,한국어 수준을 기준으로 생각해보았습니다. 그리고 구직활동을 얼마나 했나 참고하였습니 .,Male,30-39,Conservative,Some college or more
immigrant_interviews_0653,없음,Male,40-49,Centrist,No college
immigrant_interviews_0654,확실한 취업처,Male,60+,Centrist,No college
immigrant_interviews_0655,장기적 진실성,Male,60+,Progressive,Some college or more
immigrant_interviews_0656,출신국,Female,60+,Conservative,Some college or more
immigrant_interviews_0657,의지,Male,30-39,Centrist,No college
immigrant_interviews_0658,언어소통,Male,60+,Progressive,Some college or more
immigrant_interviews_0659,없음,Male,30-39,Centrist,No college
immigrant_interviews_0660,선진국가 국민이라서,Male,18-29,Centrist,Some college or more
immigrant_interviews_0661,한국어 구사 능력.취업 가능성 유무,Male,40-49,Centrist,Some college or more
immigrant_interviews_0662,동포,Female,30-39,Centrist,No college
immigrant_interviews_0663,특별하고 한국에 도움이 된다,Male,30-39,Centrist,Some college or more
immigrant_interviews_0664,각 나라별 사람들이 모여 살면 여러가지의 지식이나 문화 기타등등 좋을것 같습ㄴ다,Male,40-49,Centrist,No college
immigrant_interviews_0665,북한으로 부터 망명을 하는 경우엔 불허 될시 북한에서 처벌을 받게 될테니 인도적으로 허락을 해줘야 한다.,Male,50-59,Conservative,Some college or more
immigrant_interviews_0666,망명과 공부 중에서 공부는 다시 돌아갈 것이기에,Male,50-59,Centrist,Some college or more
immigrant_interviews_0667,같은동포라서,Male,50-59,Progressive,Some college or more
immigrant_interviews_0668,능력과 인권,Male,50-59,Progressive,Some college or more
immigrant_interviews_0669,도착후에 안정적인 생활 확보,Male,40-49,Centrist,Some college or more
immigrant_interviews_0670,좋아서,Female,40-49,Centrist,Some college or more
immigrant_interviews_0671,한국에서적응잘할것갓아선택했어요,Male,40-49,Conservative,No college
immigrant_interviews_0672,취업계획을 중요시함. 대충와서 알아보겠다던지 무계획일경우 범죄에 악용되며 나중에 실제 범죄자가 될 가능성 있음.,Male,50-59,Conservative,Some college or more
immigrant_interviews_0673,농사를지어면서생활하면되니까,Male,50-59,Conservative,Some college or more
immigrant_interviews_0674,이민목적이 우리 사회에 유익 (단기근로와같이),Male,30-39,Progressive,Some college or more
immigrant_interviews_0675,느낌,Male,30-39,Progressive,No college
immigrant_interviews_0676,한국에서 경제활동을 할 의자가 있는 프로필 선호,Male,30-39,Centrist,Some college or more
immigrant_interviews_0677,한민족,Male,30-39,Progressive,Some college or more
immigrant_interviews_0678,선호보다는 거부감이 적은 직업과 성별,Male,60+,Progressive,Some college or more
immigrant_interviews_0679,"여성후보자 우선인 이유 : 정착이 목적인 경우가 많음 연구개발자는 기술 이전에 도움을 주며, 프로그래머는 검증이 될수 있는 툴이 미제공되어 검증이 반드시 필요합니다. 그래서 선택을 하였습니다.",Male,40-49,Centrist,Some college or more
immigrant_interviews_0680,이민 노,Male,50-59,Conservative,Some college or more
immigrant_interviews_0681,내용이 한국에 정착하려는 것 같아서 선택했습니다.,Male,30-39,Progressive,Some college or more
immigrant_interviews_0682,처음 신청,Male,50-59,Conservative,Some college or more
immigrant_interviews_0683,한국어 가능 목적이 확실함,Male,30-39,Progressive,Some college or more
immigrant_interviews_0684,선호하지 않는다,Female,18-29,Centrist,Some college or more
immigrant_interviews_0685,한국의 인력이 모자라므로(약간의 3D 업종?),Male,60+,Conservative,Some college or more
immigrant_interviews_0686,한국어 가능,Female,30-39,Centrist,Some college or more
immigrant_interviews_0687,일단 대화 소통을 위해 한국어를 배우기 위해 노력을 햇는가 여부가 이민에 대한 의지를 보여줄 수 있기에,Male,50-59,Centrist,Some college or more
immigrant_interviews_0688,법을 잘 준수할것 같음,Female,60+,Progressive,No college
immigrant_interviews_0689,고용계약이 확실히 체결된 자,Female,30-39,Centrist,Some college or more
immigrant_interviews_0690,구직활동 부분에 선호하게 됨,Female,30-39,Conservative,Some college or more
immigrant_interviews_0691,확실한 직업,Female,30-39,Centrist,Some college or more
immigrant_interviews_0692,구직활동을 하니까,Female,30-39,Conservative,Some college or more
immigrant_interviews_0693,취업허가,Male,30-39,Progressive,Some college or more
immigrant_interviews_0694,동포,Male,50-59,Progressive,Some college or more
immigrant_interviews_0695,왠지,Female,40-49,Centrist,No college
immigrant_interviews_0696,중국 동포는 신뢰성이 떨어짐.,Male,60+,Progressive,Some college or more
immigrant_interviews_0697,구직활동여부 및 조건,Female,30-39,Progressive,Some college or more
immigrant_interviews_0698,국내 경제에 도움이 되는냐의 여부,Male,40-49,Conservative,Some college or more
immigrant_interviews_0699,직업이잇자나요,Female,30-39,Progressive,Some college or more
immigrant_interviews_0700,경쟁자보다 나은것 같아서,Male,60+,Centrist,No college
immigrant_interviews_0701,동포라서,Male,60+,Centrist,No college
immigrant_interviews_0702,의사소통과 의도,Male,30-39,Centrist,Some college or more
immigrant_interviews_0703,국내 정착 사유의 판단,Male,40-49,Progressive,Some college or more
immigrant_interviews_0704,한국어 사용,Male,30-39,Progressive,Some college or more
immigrant_interviews_0705,허가받고 우리나라에서 할계획이있어서,Male,40-49,Centrist,No college
immigrant_interviews_0706,"동포, 공부, 여자",Female,40-49,Centrist,Some college or more
immigrant_interviews_0707,국적,Male,30-39,Progressive,Some college or more
immigrant_interviews_0708,취업 우선,Male,40-49,Centrist,No college
immigrant_interviews_0709,한국 사회에 빨리 적응할 것 같아서,Male,60+,Progressive,Some college or more
immigrant_interviews_0710,전문직,Male,60+,Conservative,Some college or more
immigrant_interviews_0711,그냥,Female,40-49,Centrist,Some college or more
immigrant_interviews_0712,특별한 이유는 없다,Female,30-39,Centrist,Some college or more
immigrant_interviews_0713,한국어를 할 수 있으며 구직가능성이 보임,Female,18-29,Centrist,Some college or more
immigrant_interviews_0714,한국사회에 어울려 이웃이 디기 쉽고 한국사람에게도 도움이 될수 있는 요건이 많기 때문임.,Male,60+,Conservative,Some college or more
immigrant_interviews_0715,범죄와의 연관성이 적어 보여서,Male,30-39,Conservative,Some college or more
immigrant_interviews_0716,한국산업에 대한 기여도 고려,Male,40-49,Conservative,Some college or more
immigrant_interviews_0717,직업,Male,60+,Centrist,No college
immigrant_interviews_0718,망명,Male,60+,Progressive,Some college or more
immigrant_interviews_0719,구직계획이 확실하냐를 우선으로 했음,Female,50-59,Centrist,Some college or more
immigrant_interviews_0720,유창한 한국어 전문직,Female,30-39,Conservative,Some college or more
immigrant_interviews_0721,보호해주기로,Male,60+,Centrist,No college
immigrant_interviews_0722,확실한 근로선택때문에,Male,40-49,Progressive,No college
immigrant_interviews_0723,둘다 이민반대,Female,40-49,Progressive,Some college or more
immigrant_interviews_0724,일,Female,18-29,Progressive,No college
immigrant_interviews_0725,언어소통에 장애가 없고 간호사라는 직업에 점수를 줌,Male,60+,Progressive,Some college or more
immigrant_interviews_0726,그냥 느낌이좋아서,Male,30-39,Conservative,Some college or more
immigrant_interviews_0727,첫번째로 망명보다는 분명한 목적이 있는 공부나 취업등이 1순위이다. 그이유는 이민자들 중 범죄가 제일 간과해야 될 부분인것 같다,Male,18-29,Centrist,No college
immigrant_interviews_0728,한국어 능력과 의지,Male,30-39,Conservative,Some college or more
immigrant_interviews_0729,어느 정도 자격을 갖추었다고 할까요?,Male,60+,Conservative,No college
immigrant_interviews_0730,이유없음,Male,60+,Centrist,Some college or more
immigrant_interviews_0731,언어가 되어서,Female,30-39,Conservative,No college
immigrant_interviews_0732,한민족이여서요,Female,40-49,Centrist,Some college or more
immigrant_interviews_0733,명확한 목표가 있는것 같아보였음,Female,40-49,Conservative,Some college or more
immigrant_interviews_0734,정착성,Male,50-59,Centrist,Some college or more
immigrant_interviews_0735,구직활동,Female,18-29,Centrist,Some college or more
immigrant_interviews_0736,우리국민이었으므로,Male,60+,Progressive,Some college or more
immigrant_interviews_0737,정착 후 주변과 좀 더 잘 어울리며 생활할 것 같음,Male,60+,Centrist,Some college or more
immigrant_interviews_0738,취업,Male,60+,Conservative,Some college or more
immigrant_interviews_0739,이민에 대한 거부감이 없슴,Male,50-59,Progressive,Some college or more
immigrant_interviews_0740,미래,Male,60+,Centrist,Some college or more
immigrant_interviews_0741,종교적인 제약이 있을것으로 판단함,Male,60+,Conservative,Some college or more
immigrant_interviews_0742,단기로만 한국을 있을 것이고 안전이 보장된 나라에서 와서.,Female,18-29,Progressive,Some college or more
immigrant_interviews_0743,좀 더 편한 상대,Female,40-49,Centrist,No college
immigrant_interviews_0744,한국어를 유창하게 함,Female,50-59,Centrist,Some college or more
immigrant_interviews_0745,사상이 사회주의인 공산당은 믿을수도 함께할수도 없음.,Male,60+,Conservative,No college
immigrant_interviews_0746,자유롭게 선택할 수 있는 배움의 기회,Male,60+,Progressive,Some college or more
immigrant_interviews_0747,신속,Male,60+,Progressive,Some college or more
immigrant_interviews_0748,한국어도 유창하며 구직이 완료되어있는상태이고 한국에 들어와서 정착하고 산다면 별 해가되는 일이 없어보이기 때문입니다,Male,18-29,Centrist,No college
immigrant_interviews_0749,일본 출신자는 안됨.,Male,60+,Conservative,Some college or more
immigrant_interviews_0750,동포,Male,60+,Conservative,No college
immigrant_interviews_0751,한국어 사용의 유창성,Female,40-49,Progressive,Some college or more
immigrant_interviews_0752,공부하는 데 많은 도움이 될 것 같다,Female,50-59,Conservative,Some college or more
immigrant_interviews_0753,국내에 적을을 더 잘할 것 같아서,Female,40-49,Conservative,Some college or more
immigrant_interviews_0754,희망직업이 간호사여서,Male,60+,Progressive,Some college or more
immigrant_interviews_0755,언어때문허가,Male,50-59,Centrist,Some college or more
immigrant_interviews_0756,이유없음,Male,18-29,Centrist,Some college or more
immigrant_interviews_0757,농부라서,Female,50-59,Conservative,Some college or more
immigrant_interviews_0758,직업,Male,60+,Progressive,Some college or more
immigrant_interviews_0759,충분한 이민 사유가 될 것 같아서,Male,60+,Centrist,Some college or more
immigrant_interviews_0760,저개발국출신,Male,60+,Centrist,Some college or more
immigrant_interviews_0761,취업이 보장됨,Male,40-49,Centrist,Some college or more
immigrant_interviews_0762,여러 가능성을 두자는,Female,40-49,Conservative,Some college or more
immigrant_interviews_0763,한국어,Male,60+,Progressive,Some college or more
immigrant_interviews_0764,여성,Male,40-49,Centrist,Some college or more
immigrant_interviews_0765,직업적 안정성때문,Female,18-29,Conservative,Some college or more
immigrant_interviews_0766,선호하지는 않는다,Female,40-49,Conservative,No college
immigrant_interviews_0767,"여성선호, 간호사 등 우리나라 부족인력에 대한 구직계획을 가진자",Male,30-39,Progressive,Some college or more
immigrant_interviews_0768,선호 안함,Male,60+,Centrist,Some college or more
immigrant_interviews_0769,한국어 가능 여부와 구직자가 별로 없는 직종 종사자인지를 위주로 보았음,Male,30-39,Progressive,Some college or more
immigrant_interviews_0770,구직활동을 하고자 하는 노력이 있음.,Female,30-39,Centrist,Some college or more
immigrant_interviews_0771,한국에 정작 적응 완료,Male,30-39,Progressive,Some college or more
immigrant_interviews_0772,공부목적이여서,Female,30-39,Progressive,Some college or more
immigrant_interviews_0773,망명을 원하는 자는 필히 허가해줘야 한다,Female,40-49,Centrist,Some college or more
immigrant_interviews_0774,구직계획이 있어서,Female,50-59,Progressive,Some college or more
immigrant_interviews_0775,같은 민족이 좋아요,Male,60+,Centrist,Some college or more
immigrant_interviews_0776,언어 소통이 가능하므로..,Male,60+,Progressive,No college
immigrant_interviews_0777,직무에 적합할 것 같다. 이질감이 없다.,Male,30-39,Progressive,Some college or more
immigrant_interviews_0778,가장 무난해 보였다,Male,40-49,Centrist,Some college or more
immigrant_interviews_0779,의사이므로,Female,60+,Conservative,Some college or more
immigrant_interviews_0780,같은민족,Female,40-49,Centrist,No college
immigrant_interviews_0781,동포,Female,18-29,Progressive,Some college or more
immigrant_interviews_0782,한국어를 잘 함,Female,50-59,Conservative,Some college or more
immigrant_interviews_0783,도움이 되어서,Male,30-39,Centrist,Some college or more
immigrant_interviews_0784,"역사적, 정치적 충돌이 덜함",Male,40-49,Progressive,Some college or more
immigrant_interviews_0785,별문제가 되지않을것같아서,Female,50-59,Conservative,No college
immigrant_interviews_0786,동남아 이민자가 더 호감이 가고 북아메리카 이민자에 대한 거부감,Male,40-49,Centrist,No college
immigrant_interviews_0787,확실한 직업과 한국어를 할려는 노력,Male,40-49,Centrist,Some college or more
immigrant_interviews_0788,우리나라에 기여할 것 같아서,Male,60+,Conservative,Some college or more
immigrant_interviews_0789,한국어를 유창하게 잘하므로,Female,50-59,Conservative,No college
immigrant_interviews_0790,일본인은 좀 난해한거 같아서,Female,60+,Progressive,No college
immigrant_interviews_0791,나라에 따라 달라짐,Male,30-39,Progressive,Some college or more
immigrant_interviews_0792,이민 자격이 더 있는 거 같다,Female,18-29,Progressive,Some college or more
immigrant_interviews_0793,정착가능성여부,Male,60+,Conservative,Some college or more
immigrant_interviews_0794,"국적, 직업이 호감이 가고 언어가 유창하여",Female,40-49,Progressive,Some college or more
immigrant_interviews_0795,인류애,Male,60+,Progressive,Some college or more
immigrant_interviews_0796,동포라서 선호함,Male,50-59,Progressive,Some college or more
immigrant_interviews_0797,입국 이유가 분명한 편이고 한국어를 사용할 줄 알아서,Female,18-29,Centrist,Some college or more
immigrant_interviews_0798,문화정서적으로통하고 국민성이비슷면이있어서 이주후에 적응이 빠를것같다,Female,50-59,Centrist,No college
immigrant_interviews_0799,두 이민자 분 중에 선택하기 어려웠다 한국어를 유창하게 한다는 점에서 중국분에게 점수를 줬지만 베트남 분은 간호사이며 취업의지가 있다는 점에서 선택하기 어려웠다 언어적인 측면 또한 국가 와의 관계를 생각했다,Male,30-39,Centrist,Some college or more
immigrant_interviews_0800,취업문이 좁은 우리나라 일자리 줄어들어 더힘들지 않을까 염려되는 마음,Female,50-59,Centrist,No college
immigrant_interviews_0801,한국말을 할줄 알아서 소통이 잘될거 같음.,Male,40-49,Progressive,Some college or more
immigrant_interviews_0802,딱히 선호하진 않지만 보기중에서 선택한 사항임,Female,40-49,Conservative,Some college or more
immigrant_interviews_0803,계약을 완료했으니까,Female,40-49,Centrist,Some college or more
immigrant_interviews_0804,직업유무,Female,18-29,Centrist,Some college or more
immigrant_interviews_0805,"한국어 잘함, 취업계획이 있음",Male,30-39,Conservative,Some college or more
immigrant_interviews_0806,신뢰,Female,60+,Conservative,No college
immigrant_interviews_0807,한국어구사능력,Male,30-39,Conservative,No college
immigrant_interviews_0808,상황이 이민이 더 필요한 경우,Female,40-49,Centrist,No college
immigrant_interviews_0809,국적,Female,18-29,Centrist,Some college or more
immigrant_interviews_0810,둘다 싫었습니다,Male,30-39,Centrist,No college
immigrant_interviews_0811,동포는 도와야 한다,Female,50-59,Progressive,Some college or more
immigrant_interviews_0812,한국어 사용이 유창하기 때문에,Female,30-39,Centrist,Some college or more
immigrant_interviews_0813,의사,Male,30-39,Centrist,No college
immigrant_interviews_0814,특별한 이유는 없음,Female,40-49,Centrist,Some college or more
immigrant_interviews_0815,같은 동포라서,Male,40-49,Progressive,Some college or more
immigrant_interviews_0816,같은 민족이라서,Female,50-59,Progressive,Some college or more
immigrant_interviews_0817,좋아서,Male,18-29,Centrist,No college
immigrant_interviews_0818,동족,Male,60+,Progressive,No college
immigrant_interviews_0819,좋아서,Male,30-39,Centrist,No college
immigrant_interviews_0820,한국어 가능,Male,60+,Centrist,Some college or more
immigrant_interviews_0821,0,Male,60+,Progressive,Some college or more
immigrant_interviews_0822,안전,Male,30-39,Conservative,Some college or more
immigrant_interviews_0823,신원의 확실성,Male,60+,Conservative,Some college or more
immigrant_interviews_0824,취업 동포,Male,40-49,Progressive,Some college or more
immigrant_interviews_0825,농촌인부 부족,Male,60+,Centrist,Some college or more
immigrant_interviews_0826,기술직은 한국 기술및 경제발전에 도움이 될 가능성이 있음,Male,60+,Centrist,Some college or more
immigrant_interviews_0827,직업이 확실하고 북한인이여서,Male,30-39,Progressive,Some college or more
immigrant_interviews_0828,언어의 유창성,Female,18-29,Centrist,Some college or more
immigrant_interviews_0829,한민족,Male,50-59,Centrist,Some college or more
immigrant_interviews_0830,북한 사람 이어서,Female,40-49,Centrist,Some college or more
immigrant_interviews_0831,적합한 자격,Female,50-59,Centrist,Some college or more
immigrant_interviews_0832,망명이나 공부를 위해 우리나라에 찾아와 구직계획까지 세워있어서,Female,18-29,Centrist,Some college or more
immigrant_interviews_0833,우리 나라를 원하고 있기에 했읍니다,Female,50-59,Centrist,No college
immigrant_interviews_0834,"인권존중,자유롭게살권리존중",Female,30-39,Conservative,Some college or more
immigrant_interviews_0835,더끌린쪽에투표함,Female,60+,Centrist,No college
immigrant_interviews_0836,교사라는 직업이 마음에 든다,Female,40-49,Centrist,Some college or more
immigrant_interviews_0837,없음,Female,40-49,Centrist,Some college or more
immigrant_interviews_0838,별 이유 없음,Female,18-29,Progressive,No college
immigrant_interviews_0839,미국이니까,Male,30-39,Centrist,Some college or more
immigrant_interviews_0840,한국어에 능통하다,Female,40-49,Centrist,Some college or more
immigrant_interviews_0841,마음이 더 끌린다,Female,40-49,Centrist,No college
immigrant_interviews_0842,신청자1보다는 이주의 필요성이 더 높은 것 같아서,Female,30-39,Centrist,Some college or more
immigrant_interviews_0843,교사로써 계약이 되어있으므로 구직이 바로 되어 나라에 도움이 될 것이다.,Male,30-39,Progressive,Some college or more
immigrant_interviews_0844,대한민국에 대한 언어를 습득할려고 하는 노력과 직업을 구했다는,Female,50-59,Conservative,Some college or more
immigrant_interviews_0845,선호하진 않는다 다만 중국인이 호감이 안가서,Male,30-39,Centrist,Some college or more
immigrant_interviews_0846,같은 동포이기때문.,Male,50-59,Progressive,Some college or more
immigrant_interviews_0847,재정착이고 단기근무가 아니기 대문,Female,18-29,Centrist,No college
immigrant_interviews_0848,선호한다기보다 그나마 나은상황,Female,60+,Centrist,Some college or more
immigrant_interviews_0849,학업의 중요성,Male,30-39,Progressive,Some college or more
immigrant_interviews_0850,인도적인 차원에서,Female,50-59,Centrist,No college
immigrant_interviews_0851,그냥,Female,18-29,Centrist,No college
immigrant_interviews_0852,아무래도 동포가 가까워서,Female,50-59,Progressive,Some college or more
immigrant_interviews_0853,확실한 직업을 소지한자,Female,60+,Conservative,Some college or more
immigrant_interviews_0854,교사라서,Female,18-29,Centrist,No college
immigrant_interviews_0855,배트남 이민자에 대한 좋은 이미지,Male,40-49,Conservative,Some college or more
immigrant_interviews_0856,사회보탬,Male,30-39,Conservative,No college
immigrant_interviews_0857,선호하는 국가임,Male,50-59,Conservative,Some college or more
immigrant_interviews_0858,능력,Female,50-59,Centrist,No college
immigrant_interviews_0859,객관적으로 생각을하면 그냥 제3국에 정착을 한다는것은 이해하기가 어렵다. 자국을 탈피하여 3국에서 직업을 찾는다든가 또 공부를 목적으로 온다면 가능하겠지만.... 현재 우리나라 사정을 고려한다면 유학또는 공부를 핑계로 입국하여서 기간이 지나면 불법체류자가 되는 현실이 안타깝기 때문에 또 이런 분류의 사람들로 인하여 내국인의 국내 고용상황이 어려워지기 때문이다.,Male,50-59,Centrist,No college
immigrant_interviews_0860,인도적,Male,50-59,Conservative,Some college or more
immigrant_interviews_0861,우리의 동포이고 유창한 한국말을 구사할줄 알기때문에 더 선호합니다.,Female,50-59,Centrist,No college
immigrant_interviews_0862,확실한 신원보장,Male,50-59,Centrist,No college
immigrant_interviews_0863,산업 발전에 도울 될 것 같음,Male,50-59,Conservative,Some college or more
immigrant_interviews_0864,그냥,Female,50-59,Centrist,No college
immigrant_interviews_0865,한국어를 할줄암.,Male,30-39,Progressive,Some college or more
immigrant_interviews_0866,비밀,Male,30-39,Centrist,Some college or more
immigrant_interviews_0867,..,Male,50-59,Centrist,Some college or more
